evidence_id,source,domain,url,title,observed_evidence,classified_model,functional_clarity_1_5,minimalism_1_5,mobile_1_5,reduced_motion_1_5,cms_resilience_1_5,motion_cost_1_5,smyc_fit_1_5,verdict,evidence_confidence,decision_rationale,access_limitation,cohort
160,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/cula-technologies,Cula Technologies - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
161,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/dawn-website-refresh,Dawn | Website Refresh - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
162,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/depo-luxe,Depo Luxe - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
163,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/displace-agency,Displace Agency - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
164,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/dragonfly-redux,Dragonfly Redux - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
165,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/eleos,Eleos - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
166,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/glitch-grit,Glitch&Grit - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
167,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/gregor-collienne,Gregor Collienne - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
168,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/hearst-exhibit-2026,Hearst Exhibit 2026 - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
169,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/heco-partners-1,Heco Partners - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
170,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/hilden-kaira,Hildén & Kaira - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
171,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/izanami,IZANAMI - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
172,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/julien-calot,Julien Calot - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
173,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/lacoste-polo-factory,Lacoste — Polo Factory - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
174,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/lama-lama-2,Lama Lama - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
175,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/linka,Linka - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
176,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/monolog,MONOLOG - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
177,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/max-kalinsky,Max Kalinsky - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
178,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/orbea,ORBEA - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
179,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/pp-neue-montreal,PP Neue Montreal - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
180,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/partizan,Partizan - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
181,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/pizza-amici,Pizza Amici - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
182,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/risk,RISK - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
183,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/serotoninn,Serotoninn - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
184,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/studio-ol,Studio OL - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
185,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/units,Units - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
186,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/vectr,Vectr - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
187,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/vero-new-york,Vero New-York - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
188,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/wembi,Wembi - Awwwards SOTD,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: performance,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
189,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/ylem,YLEM - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
190,Awwwards,www.awwwards.com,https://www.awwwards.com/sites/https-www-mosaicist-com,https://www.mosaicist.com/ - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음,excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
191,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/22/a-playful-clip-menu-with-gsaps-easereverse/,A Playful Clip Menu with GSAP’s easeReverse,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: clip, animation, gsap",hidden-offstage,4,2,2,3,3,3,2,조건부 배제,높음,활성 템플릿 외 항목은 개구부 밖 또는 마스크 뒤에 완전히 숨기고 전환 시에만 진입,title·meta·공개 본문 관찰 기준,sources-a
192,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/05/animating-a-3d-scene-with-splines-new-timeline-tool/,Animating a 3D Scene with Spline’s New Timeline Tool,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, animation",layered-stack,3,4,2,3,3,4,4,조건부 채택,높음,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,title·meta·공개 본문 관찰 기준,sources-a
193,Codrops,tympanus.net,https://tympanus.net/codrops/2025/05/20/behind-the-curtain-building-aurels-grand-theater-from-design-to-code/,Behind the Curtain: Building Aurel’s Grand Theater from Design to Code,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, animation, gsap, portfolio",excluded,1,1,2,3,3,3,1,배제,낮음,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,title·meta·공개 본문 관찰 기준,sources-a
